6.125,6.1875,6.25,6.5625,6.875,7.125,7.475,7.635,7.715,7.755,7.825,7.905,7.98,8.02,8.12
6.09375,6.1875,6.25,6.5625,6.875,7.125,7.515,7.685,7.755,7.805,7.875,7.945,8.025,8.05,8.14
6.09375,6.1875,6.25,6.5625,6.875,7.13281,7.615,7.755,7.825,7.875,7.915,7.995,8.07,8.11,8.18
6.125,6.19531,6.3125,6.625,6.9375,7.25,7.615,7.735,7.815,7.855,7.895,7.975,8.05,8.09,8.19
6.125,6.25,6.3125,6.625,6.9375,7.25,7.495,7.635,7.695,7.735,7.785,7.865,7.94,7.98,8.09
6.125,6.1875,6.25,6.5625,6.875,7.1875,7.385,7.525,7.605,7.675,7.735,7.825,7.88,7.92,8.06
6.125,6.1875,6.25,6.5625,6.8125,7.0625,7.305,7.455,7.545,7.585,7.675,7.775,7.85,7.9,8.06
6.125,6.1875,6.25,6.5,6.75,7,7.345,7.495,7.585,7.635,7.715,7.805,7.88,7.93,8.08
6.125,6.1875,6.25,6.5,6.75,7,7.375,7.515,7.585,7.645,7.725,7.815,7.89,7.94,8.12
6.11719,6.1875,6.25,6.5,6.75,7,7.105,7.265,7.365,7.445,7.565,7.705,7.73,7.82,8.01
6.0625,6.125,6.1875,6.375,6.5625,6.75,7.115,7.275,7.375,7.425,7.555,7.675,7.8,7.85,8.03
6.08594,6.125,6.23438,6.4375,6.625,6.8125,7.095,7.245,7.345,7.405,7.535,7.665,7.78,7.84,7.99
6.125,6.1875,6.25,6.4375,6.5625,6.75,7.005,7.135,7.235,7.275,7.415,7.565,7.71,7.78,7.94
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.995,7.125,7.225,7.295,7.415,7.55,7.67,7.73,7.91
6.125,6.1875,6.25,6.4375,6.5625,6.75,7.005,7.145,7.245,7.315,7.435,7.575,7.7,7.77,7.93
6.125,6.1875,6.25,6.4375,6.625,6.8125,7.075,7.235,7.315,7.385,7.505,7.645,7.75,7.83,7.96
6.125,6.1875,6.25,6.48438,6.65625,6.86719,7.135,7.275,7.365,7.515,7.555,7.715,7.805,7.865,8.01
6.125,6.25,6.3125,6.5,6.6875,6.9375,7.215,7.345,7.435,7.485,7.615,7.765,7.87,7.93,8.05
6.125,6.25,6.3125,6.5,6.6875,6.9375,7.245,7.375,7.465,7.535,7.655,7.805,7.92,7.98,8.12
6.125,6.25,6.3125,6.5625,6.75,7,7.175,7.305,7.395,7.455,7.575,7.715,7.84,7.89,8.03
6.125,6.25,6.3125,6.5,6.6875,6.91406,7.065,7.195,7.285,7.335,7.475,7.645,7.76,7.81,7.98
6.125,6.1875,6.3125,6.5,6.625,6.8125,7.055,7.175,7.275,7.325,7.445,7.605,7.73,7.8,7.94
6.125,6.1875,6.3125,6.5,6.625,6.8125,6.965,7.085,7.175,7.255,7.395,7.555,7.66,7.75,7.92
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.905,7.025,7.115,7.185,7.315,7.465,7.57,7.66,7.82
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.925,7.035,7.125,7.185,7.315,7.475,7.58,7.68,7.84
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.895,7.005,7.095,7.165,7.285,7.435,7.54,7.64,7.82
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.915,7.045,7.145,7.215,7.345,7.485,7.59,7.68,7.85
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.915,7.045,7.145,7.225,7.335,7.495,7.6,7.68,7.86
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.915,7.045,7.155,7.235,7.355,7.505,7.64,7.7,7.86
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.965,7.125,7.235,7.305,7.435,7.585,7.73,7.79,7.92
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.965,7.125,7.225,7.315,7.425,7.585,7.71,7.78,7.9
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.865,6.995,7.115,7.195,7.325,7.485,7.61,7.69,7.8
6.125,6.1875,6.25,6.4375,6.5,6.6875,6.825,6.955,7.075,7.155,7.275,7.435,7.56,7.64,7.76
6.125,6.1875,6.25,6.4375,6.5,6.6875,6.935,7.085,7.185,7.265,7.395,7.525,7.66,7.74,7.85
6.125,6.1875,6.30469,6.5,6.5625,6.75,6.895,7.065,7.185,7.245,7.375,7.515,7.65,7.74,7.82
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.965,7.125,7.235,7.305,7.415,7.565,7.7,7.79,7.88
6.125,6.1875,6.25,6.5,6.625,6.8125,7.025,7.165,7.255,7.325,7.445,7.575,7.71,7.78,7.88
6.1875,6.25,6.3125,6.5,6.6875,6.875,6.995,7.105,7.2,7.255,7.375,7.505,7.64,7.72,7.82
6.1875,6.25,6.3125,6.5,6.625,6.8125,6.945,7.065,7.16,7.215,7.345,7.485,7.64,7.7,7.81
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.915,7.045,7.14,7.205,7.345,7.475,7.63,7.7,7.82
6.125,6.1875,6.25,6.4375,6.5625,6.75,6.875,7.005,7.11,7.175,7.305,7.465,7.61,7.68,7.77
6.125,6.1875,6.25,6.4375,6.5625,6.71875,6.885,7.005,7.11,7.185,7.335,7.495,7.63,7.7,7.81
6.125,6.1875,6.25,6.4375,6.5625,6.69531,6.885,7.005,7.11,7.185,7.325,7.485,7.63,7.71,7.8
6.125,6.1875,6.25,6.4375,6.5625,6.6875,6.865,6.975,7.09,7.175,7.305,7.475,7.61,7.67,7.8
6.125,6.1875,6.25,6.4375,6.5625,6.6875,6.835,6.955,7.07,7.135,7.265,7.445,7.58,7.63,7.77
6.125,6.1875,6.25,6.4375,6.5625,6.6875,6.735,6.875,6.99,7.065,7.215,7.405,7.55,7.6,7.75
6.125,6.1875,6.25,6.4375,6.5625,6.6875,6.685,6.825,6.99,7.025,7.215,7.395,7.54,7.6,7.79
6.125,6.1875,6.25,6.375,6.5,6.5625,6.675,6.795,6.96,7.085,7.22,7.465,7.57,7.64,7.82
6.125,6.1875,6.25,6.375,6.5,6.5625,6.715,6.845,6.97,7.045,7.225,7.425,7.59,7.68,7.78
6.125,6.1875,6.25,6.375,6.5,6.5625,6.665,6.795,6.93,7.015,7.185,7.385,7.54,7.64,7.77
6.0625,6.125,6.1875,6.3125,6.4375,6.5,6.655,6.795,6.91,6.995,7.185,7.385,7.55,7.65,7.76
6.0625,6.125,6.1875,6.3125,6.4375,6.5,6.675,6.815,6.95,7.015,7.185,7.375,7.54,7.63,7.74
6.0625,6.125,6.1875,6.3125,6.4375,6.5,6.685,6.825,6.97,7.025,7.185,7.375,7.54,7.62,7.75
6.0625,6.125,6.1875,6.3125,6.4375,6.5,6.715,6.845,6.97,7.045,7.205,7.375,7.54,7.63,7.73
6.0625,6.125,6.1875,6.3125,6.4375,6.5625,6.775,6.915,7.03,7.095,7.245,7.405,7.57,7.67,7.75
6.0625,6.125,6.1875,6.375,6.5,6.625,6.795,6.935,7.05,7.125,7.265,7.445,7.6,7.69,7.76
6.0625,6.125,6.1875,6.375,6.5,6.625,6.815,6.965,7.065,7.145,7.275,7.445,7.6,7.69,7.78
6.0625,6.125,6.1875,6.375,6.5,6.625,6.755,6.895,7.005,7.065,7.215,7.395,7.55,7.64,7.73
6.0625,6.125,6.1875,6.3125,6.4375,6.5625,6.635,6.775,6.885,6.965,7.105,7.295,7.46,7.53,7.64
6.0625,6.125,6.1875,6.3125,6.375,6.5,6.555,6.695,6.815,6.885,7.045,7.225,7.36,7.46,7.56
6.0625,6.0625,6.0625,6.3125,6.1625,6.0625,6.335,6.475,6.585,6.665,6.825,7.025,7.2,7.3,7.42
6.0625,6.0625,6.0625,6.3125,6.1625,6.0625,6.365,6.495,6.605,6.675,6.835,7.035,7.22,7.32,7.42
6.0625,6.125,6.125,6.1875,6.1875,6.25,6.225,6.345,6.475,6.555,6.715,6.915,7.1,7.2,7.33
6.0625,6.0625,6.0625,6.125,6.125,6.125,6.245,6.405,6.515,6.605,6.765,6.955,7.17,7.27,7.37
6.0625,6.0625,6.125,6.125,6.14844,6.1875,6.315,6.455,6.565,6.645,6.795,6.975,7.16,7.28,7.38
6.0625,6.125,6.125,6.1875,6.24219,6.25,6.335,6.495,6.625,6.695,6.825,6.995,7.19,7.29,7.39
6.0625,6.125,6.125,6.17188,6.1875,6.25,6.295,6.445,6.545,6.635,6.775,6.945,7.14,7.24,7.34
6.0625,6.125,6.125,6.13672,6.1875,6.21484,6.245,6.395,6.505,6.595,6.715,6.825,7.07,7.17,7.27
6.0625,6.125,6.125,6.125,6.125,6.1875,6.275,6.395,6.515,6.595,6.715,6.875,7.06,7.16,7.25
6.0625,6.125,6.125,6.125,6.125,6.1875,6.325,6.45,6.575,6.655,6.785,6.945,7.13,7.23,7.3
6.0625,6.125,6.125,6.1875,6.1875,6.25,6.335,6.465,6.595,6.675,6.795,6.965,7.14,7.24,7.3
6.0625,6.125,6.125,6.1875,6.1875,6.25,6.365,6.495,6.605,6.685,6.815,6.965,7.15,7.25,7.31
6.0625,6.125,6.125,6.1875,6.1875,6.25,6.285,6.415,6.535,6.615,6.755,6.915,7.09,7.19,7.28
6.0625,6.125,6.125,6.125,6.125,6.125,6.115,6.235,6.355,6.445,6.575,6.765,6.94,7.06,7.15
6.0625,6.0625,6.0625,6.0625,6.0625,6.0625,6.105,6.235,6.335,6.415,6.555,6.745,6.91,7.03,7.13
6.0625,6.0625,6.0625,6.0625,6.0625,6.0625,6.115,6.235,6.345,6.435,6.585,6.765,6.95,7.02,7.15
6.0625,6.0625,6.0625,6.0625,6.0625,6.0625,6.005,6.135,6.235,6.325,6.455,6.645,6.81,6.92,7.07
6.0625,6.0625,6.0625,6,6,6,6.025,6.145,6.255,6.335,6.475,6.675,6.88,6.97,7.08
6.0625,6.0625,6.0625,6,6,6,5.875,6.005,6.105,6.205,6.375,6.585,6.79,6.9,7.05
6.05469,6,6,5.875,5.875,5.875,5.675,5.815,5.935,6.065,6.225,6.465,6.71,6.8,6.95
6,5.9375,5.875,5.75,5.6875,5.63672,5.655,5.805,5.935,6.045,6.225,6.475,6.7,6.82,6.94
6.00781,6,5.9375,5.8125,5.75,5.74609,5.695,5.835,5.965,6.085,6.255,6.495,6.72,6.82,6.93
6.00781,6,5.9375,5.8125,5.75,5.75,5.895,6.035,6.135,6.235,6.385,6.585,6.82,6.94,6.96
6.0625,6.0625,6.03906,5.96875,5.9375,5.9375,6.005,6.115,6.235,6.325,6.475,6.635,6.86,6.96,7.01
6.0625,6.0625,6.0625,6,6,6,6.235,6.355,6.455,6.545,6.665,6.835,7.07,7.14,7.16
6.07031,6.0625,6.0625,6.0625,6.0625,6.0625,6.145,6.245,6.375,6.475,6.595,6.805,7.04,7.12,7.17
6.0625,6.0625,6.0625,6,6,6,5.835,5.915,6.055,6.175,6.325,6.575,6.81,6.9,7.03
6.0625,6.0625,6,5.875,5.8125,5.8125,5.825,5.965,6.095,6.185,6.345,6.555,6.8,6.89,7
6.0625,6.0625,6,5.875,5.8125,5.8125,5.815,5.955,6.075,6.175,6.325,6.545,6.79,6.88,6.99
6.0625,6.0625,6.0625,5.9375,5.9375,5.9375,5.905,6.045,6.175,6.265,6.415,6.615,6.86,6.96,7.04
6.0625,6.0625,6.0625,5.9375,5.875,5.875,5.825,5.965,6.095,6.185,6.335,6.535,6.78,6.88,6.99
6.0625,6.0625,6.03125,5.9375,5.875,5.8125,5.855,5.995,6.135,6.225,6.365,6.555,6.8,6.9,7
6.0625,6.0625,6,5.875,5.8125,5.75,5.825,5.955,6.095,6.195,6.345,6.525,6.78,6.87,6.98
6.0625,6.0625,6,5.875,5.8125,5.8125,5.745,5.875,6.005,6.115,6.255,6.445,6.71,6.81,6.91
6.0625,6,5.9375,5.8125,5.75,5.6875,5.735,5.885,6.005,6.105,6.255,6.445,6.72,6.81,6.93
6.0625,6,5.9375,5.8125,5.75,5.75,5.815,5.935,6.075,6.185,6.325,6.515,6.78,6.87,6.96
6.0625,6.05469,6,5.875,5.82031,5.8125,5.835,5.975,6.095,6.205,6.355,6.535,6.8,6.9,6.96
6.11719,6.0625,6,5.88672,5.8125,5.8125,5.795,5.925,6.055,6.165,6.315,6.485,6.75,6.84,6.95
6.06641,6,6,5.875,5.8125,5.76172,6.015,6.125,6.245,6.315,6.475,6.635,6.89,6.99,7.05
6.125,6.0625,6.05859,5.99609,5.98438,5.98438,5.925,6.055,6.165,6.245,6.405,6.595,6.86,6.96,7.03
6.125,6.0625,6,5.9375,5.875,5.875,5.925,6.055,6.155,6.255,6.405,6.605,6.87,6.97,7.05
6.0625,6,6,5.9375,5.875,5.875,5.905,6.035,6.135,6.225,6.375,6.565,6.84,6.94,7
6.0625,6,5.94922,5.91406,5.875,5.875,5.645,5.785,5.905,6.005,6.165,6.375,6.64,6.76,6.89
5.875,5.875,5.8125,5.75,5.6875,5.64063,5.695,5.815,5.955,6.035,6.195,6.425,6.69,6.82,6.93
5.87891,5.875,5.875,5.75,5.6875,5.6875,5.705,5.85,5.945,6.025,6.185,6.405,6.69,6.8,6.88
5.90625,5.875,5.875,5.75,5.6875,5.6875,5.735,5.875,5.995,6.075,6.235,6.455,6.73,6.85,6.88
5.87891,5.875,5.875,5.75,5.75,5.75,5.735,5.875,5.995,6.085,6.235,6.465,6.74,6.86,6.93
5.875,5.875,5.8125,5.75,5.6875,5.6875,5.755,5.895,6.025,6.105,6.255,6.465,6.74,6.84,6.95
5.875,5.875,5.8125,5.75,5.6875,5.6875,5.835,5.985,6.105,6.175,6.325,6.525,6.81,6.92,6.99
5.875,5.875,5.875,5.8125,5.8125,5.8125,5.915,6.065,6.185,6.265,6.405,6.595,6.87,6.98,7.05
5.875,5.875,5.875,5.8125,5.8125,5.8125,5.945,6.105,6.245,6.365,6.485,6.675,6.95,7.06,7.14
5.875,5.875,5.875,5.875,5.875,5.875,6.075,6.225,6.365,6.445,6.605,6.805,7.08,7.21,7.27
5.875,5.89063,5.92188,5.93359,5.93359,5.93359,6.075,6.245,6.375,6.485,6.615,6.805,7.08,7.2,7.25
5.875,5.875,5.875,5.875,5.875,5.875,6.065,6.245,6.415,6.535,6.665,6.875,7.13,7.24,7.29
5.92188,5.9375,5.9375,5.9375,5.9375,6,6.105,6.275,6.405,6.505,6.665,6.835,7.12,7.23,7.27
5.88672,5.92969,5.93359,5.9375,5.9375,6,6.105,6.265,6.405,6.495,6.645,6.815,7.08,7.2,7.23
5.875,5.88281,5.88281,5.90625,5.90625,5.9375,6.115,6.285,6.435,6.535,6.675,6.855,7.13,7.25,7.27
5.875,5.91406,5.91797,5.9375,5.9375,5.96484,6.045,6.225,6.385,6.495,6.635,6.835,7.1,7.21,7.24
5.875,5.875,5.875,5.875,5.875,5.875,6.075,6.255,6.405,6.515,6.675,6.865,7.13,7.24,7.29
5.875,5.875,5.875,5.875,5.875,5.9375,6.035,6.205,6.355,6.435,6.605,6.805,7.09,7.2,7.24
5.875,5.875,5.875,5.875,5.875,5.875,6.095,6.265,6.415,6.545,6.665,6.865,7.15,7.26,7.3
5.875,5.875,5.875,5.875,5.875,5.92969,6.015,6.165,6.325,6.405,6.565,6.805,7.08,7.19,7.23
5.875,5.875,5.875,5.875,5.875,5.92969,6.105,6.275,6.425,6.525,6.685,6.885,7.17,7.28,7.3
5.875,5.875,5.875,5.93359,5.93359,5.9375,6.085,6.255,6.405,6.495,6.665,6.875,7.14,7.25,7.27
5.875,5.875,5.875,5.93359,5.93359,5.9375,6.055,6.225,6.375,6.465,6.635,6.845,7.12,7.23,7.26
5.875,5.875,5.875,5.87891,5.87891,5.91406,6.055,6.225,6.385,6.485,6.645,6.845,7.12,7.23,7.25
5.875,5.875,5.875,5.875,5.875,5.92188,6.075,6.255,6.395,6.505,6.665,6.855,7.14,7.26,7.29
5.875,5.875,5.875,5.875,5.875,5.92969,6.095,6.285,6.435,6.555,6.695,6.895,7.17,7.28,7.33
5.875,5.875,5.875,5.875,5.875,5.9375,6.205,6.385,6.555,6.675,6.815,6.985,7.26,7.37,7.36
5.875,5.9375,5.9375,5.9375,6,6.05469,6.225,6.395,6.535,6.665,6.795,6.975,7.25,7.36,7.37
5.88281,5.9375,5.9375,5.96484,6,6.0625,6.285,6.475,6.605,6.695,6.825,7.005,7.27,7.38,7.36
5.9375,5.9375,5.94141,6,6.02734,6.08594,6.235,6.405,6.545,6.635,6.765,6.925,7.19,7.28,7.31
5.9375,5.9375,5.9375,5.99609,6,6.0625,6.295,6.445,6.595,6.685,6.795,6.955,7.23,7.33,7.32
5.9375,5.9375,5.9375,6,6.05469,6.10547,6.285,6.445,6.575,6.665,6.785,6.945,7.21,7.3,7.3
5.9375,5.9375,5.9375,6,6.01172,6.0625,6.235,6.405,6.535,6.615,6.745,6.915,7.18,7.26,7.26
5.9375,5.9375,5.9375,5.98828,6,6.0625,6.235,6.415,6.565,6.655,6.775,6.945,7.2,7.27,7.26
5.9375,5.9375,5.9375,5.99219,6,6.0625,6.265,6.425,6.575,6.655,6.805,6.965,7.24,7.31,7.29
5.9375,5.9375,5.9375,6,6,6.0625,6.135,6.295,6.445,6.535,6.685,6.855,7.11,7.2,7.19
5.875,5.87891,5.89844,5.9375,5.9375,5.98828,6.015,6.175,6.315,6.405,6.555,6.735,6.99,7.09,7.07
5.875,5.87891,5.89844,5.9375,5.9375,5.98828,5.975,6.155,6.295,6.395,6.555,6.715,6.99,7.08,7.07
5.875,5.875,5.875,5.88281,5.88281,5.89844,6.055,6.205,6.355,6.445,6.575,6.755,7.02,7.11,7.09
5.875,5.875,5.875,5.90625,5.92188,5.9375,6.015,6.165,6.305,6.395,6.545,6.715,6.98,7.07,7.07
5.875,5.875,5.88281,5.90625,5.91406,5.9375,5.985,6.135,6.275,6.355,6.495,6.665,6.92,7.01,7.02
5.875,5.875,5.875,5.90625,5.91406,5.92578,5.925,6.065,6.205,6.295,6.445,6.605,6.86,6.94,6.98
5.875,5.875,5.875,5.87891,5.87891,5.87891,5.905,6.045,6.175,6.255,6.405,6.565,6.82,6.91,6.94
5.875,5.875,5.875,5.875,5.875,5.875,5.905,6.035,6.165,6.235,6.375,6.545,6.8,6.89,6.94
5.875,5.875,5.875,5.875,5.875,5.875,5.955,6.075,6.205,6.275,6.405,6.575,6.83,6.92,6.95
5.875,5.875,5.875,5.875,5.875,5.875,5.975,6.105,6.245,6.325,6.455,6.605,6.86,6.95,6.95
5.875,5.875,5.875,5.875,5.875,5.875,5.975,6.115,6.245,6.315,6.455,6.615,6.87,6.96,6.96
5.875,5.875,5.875,5.875,5.875,5.875,5.915,6.045,6.165,6.255,6.385,6.545,6.8,6.88,6.89
5.875,5.875,5.875,5.875,5.875,5.875,5.955,6.075,6.205,6.295,6.415,6.575,6.82,6.92,6.91
5.875,5.875,5.87109,5.86719,5.86328,5.86328,5.825,5.965,6.095,6.185,6.325,6.485,6.73,6.83,6.86
5.8125,5.8125,5.8125,5.79688,5.76172,5.76172,5.855,5.995,6.125,6.205,6.345,6.515,6.75,6.84,6.88
5.8125,5.8125,5.8125,5.8125,5.80469,5.80859,5.905,6.045,6.175,6.255,6.405,6.575,6.81,6.9,6.93
5.8125,5.8125,5.8125,5.8125,5.8125,5.8125,5.865,6.005,6.145,6.225,6.365,6.535,6.78,6.87,6.88
5.8125,5.8125,5.8125,5.8125,5.80859,5.80859,5.845,5.975,6.115,6.205,6.335,6.485,6.73,6.83,6.84
5.8125,5.8125,5.8125,5.8125,5.79688,5.79688,5.945,6.075,6.205,6.295,6.425,6.595,6.84,6.93,6.94
5.83594,5.83594,5.83594,5.83984,5.83984,5.84375,5.985,6.125,6.245,6.355,6.485,6.645,6.88,6.97,6.99
5.86719,5.86719,5.86719,5.875,5.875,5.875,6.015,6.135,6.265,6.355,6.495,6.635,6.88,6.97,6.97
5.87109,5.87109,5.87109,5.875,5.875,5.875,6.055,6.165,6.315,6.385,6.525,6.675,6.91,7.01,6.98
5.875,5.875,5.875,5.92969,5.9375,5.9375,6.055,6.175,6.295,6.365,6.505,6.655,6.88,6.97,6.96
5.875,5.875,5.9375,5.9375,5.9375,5.9375,6.075,6.195,6.315,6.375,6.515,6.645,6.89,6.97,6.98
5.875,5.87891,5.95313,5.94531,5.95703,6,5.995,6.065,6.225,6.295,6.415,6.565,6.8,6.88,6.88
5.875,5.875,5.9375,5.9375,5.9375,5.9375,5.955,6.085,6.195,6.255,6.385,6.545,6.78,6.86,6.86
5.875,5.875,5.9375,5.9375,5.9375,5.9375,5.945,6.065,6.155,6.225,6.345,6.495,6.74,6.82,6.84
5.875,5.875,5.9375,5.9375,5.9375,5.93359,5.905,6.015,6.125,6.185,6.325,6.485,6.73,6.81,6.83
5.875,5.875,5.9375,5.91406,5.88281,5.875,5.885,5.995,6.095,6.165,6.305,6.465,6.7,6.79,6.82
5.875,5.875,5.9375,5.91016,5.875,5.875,5.895,5.995,6.095,6.165,6.295,6.455,6.7,6.77,6.81
5.875,5.875,5.9375,5.91797,5.875,5.875,5.895,5.995,6.105,6.175,6.305,6.455,6.7,6.77,6.81
5.875,5.875,5.9375,5.91797,5.875,5.875,5.915,6.005,6.125,6.185,6.305,6.465,6.71,6.78,6.82
5.875,5.875,5.9375,5.91797,5.875,5.875,5.905,6.025,6.135,6.195,6.335,6.485,6.73,6.8,6.83
5.875,5.875,5.9375,5.91406,5.875,5.875,5.905,5.995,6.085,6.175,6.285,6.435,6.69,6.76,6.79
5.875,5.875,5.9375,5.88672,5.875,5.875,5.855,5.935,6.025,6.085,6.205,6.345,6.6,6.68,6.69
5.875,5.875,5.9375,5.875,5.875,5.875,5.855,5.925,6.015,6.085,6.205,6.355,6.6,6.68,6.71
5.875,5.875,5.9375,5.875,5.86328,5.86328,5.825,5.905,6.005,6.065,6.185,6.325,6.56,6.65,6.69
5.875,5.875,5.9375,5.875,5.85938,5.85938,5.835,5.935,6.025,6.105,6.225,6.365,6.59,6.69,6.69
5.875,5.875,5.9375,5.875,5.87109,5.87109,5.825,5.925,6.025,6.095,6.205,6.345,6.59,6.68,6.67
5.86719,5.875,5.9375,5.875,5.875,5.875,5.895,5.985,6.085,6.155,6.275,6.415,6.65,6.74,6.72
5.875,5.875,5.9375,5.875,5.875,5.875,5.905,6.005,6.105,6.185,6.295,6.445,6.67,6.76,6.74
5.875,5.875,5.9375,5.90234,5.89453,5.89453,5.845,5.945,6.045,6.115,6.235,6.395,6.62,6.71,6.7
5.87109,5.875,5.9375,5.875,5.875,5.875,5.795,5.905,6.005,6.075,6.215,6.375,6.6,6.69,6.68
5.83594,5.86719,5.9375,5.875,5.81641,5.8125,5.785,5.915,6.025,6.095,6.255,6.435,6.65,6.75,6.74
5.83984,5.86328,5.9375,5.875,5.8125,5.8125,5.825,5.935,6.035,6.125,6.265,6.425,6.65,6.74,6.71
5.83203,5.94531,5.9375,5.875,5.8125,5.8125,5.815,5.925,6.035,6.105,6.255,6.425,6.64,6.73,6.72
5.83203,5.94141,5.9375,5.875,5.8125,5.8125,5.795,5.905,6.005,6.095,6.225,6.385,6.62,6.7,6.69
5.82813,5.9375,5.9375,5.875,5.8125,5.8125,5.715,5.815,5.925,6.015,6.155,6.345,6.57,6.65,6.65
5.81641,5.9375,5.90625,5.8125,5.75,5.75,5.625,5.745,5.855,5.945,6.105,6.285,6.51,6.59,6.61
5.8125,5.92578,5.875,5.75,5.6875,5.6875,5.645,5.775,5.885,5.965,6.125,6.305,6.53,6.61,6.62
5.8125,5.92578,5.875,5.76172,5.6875,5.6875,5.685,5.805,5.925,6.015,6.175,6.335,6.57,6.63,6.65
5.8125,5.93359,5.875,5.75391,5.6875,5.6875,5.715,5.845,5.955,6.045,6.195,6.365,6.58,6.66,6.67
5.8125,5.92578,5.875,5.75,5.6875,5.6875,5.645,5.765,5.875,5.965,6.115,6.305,6.53,6.62,6.61
5.8125,5.92578,5.875,5.75,5.6875,5.6875,5.665,5.775,5.895,5.995,6.145,6.345,6.56,6.65,6.65
5.8125,5.92578,5.875,5.75,5.6875,5.6875,5.685,5.815,5.935,6.045,6.195,6.365,6.59,6.67,6.68
5.8125,5.92578,5.875,5.75,5.6875,5.6875,5.645,5.775,5.895,5.985,6.155,6.335,6.54,6.63,6.64
5.8125,5.92969,5.875,5.75,5.6875,5.6875,5.635,5.765,5.885,5.985,6.145,6.335,6.53,6.62,6.65
5.8125,5.93359,5.875,5.75,5.6875,5.6875,5.675,5.795,5.915,6.005,6.165,6.335,6.56,6.66,6.65
5.8125,5.93359,5.875,5.75,5.6875,5.6875,5.635,5.745,5.855,5.955,6.115,6.295,6.49,6.57,6.6
